;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
Subject_032_S_6855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9698492462311492;4.844221105527652;7.718592964824126;9.2964824120603;10.733668341708537;12.085427135678394;12.804020100502512;11.954773869346738;10.27638190954773;8.120603015075375;7.321608040201006;7.0;6.768844221105525;5.331658291457288;4.447236180904525;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.5427135678391934;3.175879396984925;3.8944723618090435;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.356783919597987;3.3618090452261313;4.0;4.0;4.0;3.7638190954773876;3.045226130653269;3.6733668341708494;4.391959798994975;5.0;5.0;5.0;5.0;5.0;4.2964824120603;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.5477386934673376;3.0;3.0;3.608040201005025;4.0;3.954773869346738;3.2361809045226124;3.482412060301513;4.0;4.0;4.638190954773876;5.0;5.075376884422113;5.793969849246238;6.51256281407035;7.0;7.0;7.0;7.0;7.738693467336645;12.768844221105525;14.0;14.0;14.0;13.301507537688437;12.582914572864325;11.8643216080402;11.145728643216074;10.427135678391963;9.125628140703512;6.93969849246227;2.6281407035176017;0.5527638190954747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_011_S_4827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.165829145728651;2.859296482412077;4.969849246231156;5.693467336683419;6.396984924623119;7.201005025125639;8.608040201005025;9.507537688442213;10.211055276381913;10.914572864321613;11.618090452261306;11.356783919597987;10.0;10.0;8.703517587939679;7.1356783919598;7.8391959798995;7.4572864321607994;6.753768844221099;6.050251256281406;4.693467336683412;3.6432160804020057;3.0;3.0;3.467336683417088;3.829145728643212;3.125628140703512;3.5778894472361813;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.35175879396985;3.35175879396985;4.0;4.0;3.5376884422110493;3.165829145728651;3.869346733668351;3.4271356783919487;3.2763819095477373;3.9798994974874375;3.3165829145728623;3.386934673366838;3.909547738693462;3.2060301507537616;3.4974874371859386;4.0;4.0;4.608040201005025;5.0;5.030150753768851;6.437185929648251;7.422110552763826;8.125628140703526;8.829145728643226;9.532663316582926;10.0;10.0;10.0;9.653266331658287;8.949748743718587;8.246231155778887;7.085427135678373;5.195979899497431;1.6783919597989296;0.43216080402009993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_032_S_0677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39698492462311563;1.442211055276374;4.2964824120603;7.1507537688442255;9.502512562814076;10.929648241206024;12.356783919597987;13.391959798994975;14.105527638190956;14.81909547738693;14.467336683417088;13.507537688442213;12.08040201005025;10.653266331658287;9.226130653266338;7.899497487437188;7.185929648241206;6.472361809045225;5.7587939698492505;5.045226130653269;4.331658291457288;4.0;4.095477386934675;4.8090452261306496;4.477386934673369;4.236180904522612;4.949748743718594;4.336683417085432;4.37688442211055;5.0;5.0;4.482412060301506;4.0;4.0;4.658291457286431;5.0;4.914572864321613;4.201005025125632;4.51256281407035;5.0;5.0;4.346733668341713;4.0;4.0;4.0;4.0;4.0;4.0;4.64824120603015;4.638190954773876;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.9296482412060385;3.21608040201005;3.4974874371859244;3.788944723618087;3.0753768844221128;3.6381909547738616;4.35175879396985;5.0;5.0;5.0;5.206030150753762;5.91959798994975;7.8994974874371735;9.693467336683426;11.060301507537687;11.773869346733662;12.0;12.0;12.0;12.628140703517587;12.316582914572876;11.0;11.0;10.035175879397002;8.608040201005025;7.180904522613076;3.2613065326632977;0.6633165829145753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_003_S_4644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7035175879397002;3.356783919597987;5.507537688442206;7.331658291457288;8.658291457286424;9.984924623115575;11.155778894472363;11.81909547738693;12.482412060301506;13.0;13.0;13.94472361809045;14.4572864321608;11.804020100502527;10.537688442211056;9.623115577889443;7.633165829145739;6.547738693467338;5.768844221105525;4.442211055276388;4.0;4.1055276381909565;4.768844221105525;5.0;4.904522613065325;4.241206030150757;3.5778894472361813;3.085427135678394;3.748743718592962;4.0;4.075376884422113;4.738693467336681;5.402010050251256;5.934673366834176;5.2713567839196;5.0;5.0;5.0;4.618090452261306;4.0;4.0;4.0;4.0;4.0;4.0;4.0251256281406995;4.688442211055275;5.0;5.0;5.0;5.0;4.994974874371863;4.331658291457288;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.291457286432163;4.954773869346738;5.618090452261299;6.562814070351749;7.889447236180899;8.608040201005025;9.8140703517588;11.804020100502527;13.195979899497473;14.0;14.0;14.0;14.0;14.0;13.422110552763826;12.517587939698501;11.19095477386935;10.4321608040201;9.075376884422099;6.422110552763854;3.2110552763819413;0.778894472361813;0.11557788944723768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_002_S_0413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4472361809045253;4.195979899497495;6.306532663316595;8.417085427135696;10.175879396984925;10.879396984924625;11.582914572864325;12.286432160804026;12.989949748743719;13.693467336683419;12.809045226130642;10.798994974874361;9.391959798994975;8.492462311557787;7.788944723618087;7.085427135678387;5.763819095477388;5.0;4.974874371859293;4.271356783919593;4.432160804020107;4.8643216080402;4.1608040201005;4.5427135678392006;4.753768844221099;4.050251256281406;4.653266331658294;4.643216080402006;4.0603015075376945;4.763819095477388;5.0;5.0;5.0;4.422110552763819;4.2814070351758815;4.984924623115582;5.0;5.0;5.0;5.0;5.0;4.793969849246224;4.090452261306531;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.4623115577889365;3.2412060301507637;3.944723618090464;4.0;3.64824120603015;3.0;3.0;3.4623115577889507;4.0;4.0;4.572864321608051;4.723618090452263;4.0201005025125625;4.683417085427138;5.386934673366838;6.452261306532691;9.969849246231192;11.994974874371877;13.201005025125639;13.904522613065339;13.391959798994975;13.0;12.96984924623115;11.562814070351749;10.577889447236174;9.748743718592948;8.341708542713548;6.934673366834147;4.5829145728643255;0.3618090452261242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_002_S_1155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7839195979899358;5.135678391959786;7.201005025125632;8.844221105527637;10.33165829145728;12.396984924623105;13.9748743718593;15.0;15.0;12.236180904522627;10.0;10.0;9.381909547738694;8.693467336683419;8.005025125628144;8.0;7.628140703517587;6.819095477386938;4.7537688442211135;4.437185929648237;4.874371859296481;4.185929648241206;4.5025125628140685;4.809045226130657;4.120603015075375;4.5678391959799;4.743718592964825;4.05527638190955;4.6331658291457245;4.678391959798994;4.0;4.0;4.386934673366831;5.0;5.0;5.0;4.859296482412063;4.170854271356788;4.517587939698494;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.532663316582912;4.0;4.0;4.0;4.221105527638187;4.909547738693462;4.402010050251263;4.0;4.0;4.0;4.0;4.0;4.0;4.4170854271356745;5.0;5.0;5.482412060301499;6.512562814070364;8.577889447236188;11.19095477386935;12.763819095477388;12.075376884422113;11.386934673366838;11.0;11.0;10.321608040201014;9.633165829145725;8.8894472361809;7.51256281407035;6.1356783919598;4.638190954773876;2.5728643216080513;1.0050251256281513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_7066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015075376884425395;0.6884422110552748;1.7236180904522627;3.0;3.0;3.0;3.0;3.0;3.4020100502512562;3.9246231155778872;3.2512562814070307;3.0;3.0;3.0;3.442211055276381;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.477386934673362;3.0;3.0;3.5427135678392006;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.7236180904522556;3.050251256281406;3.0;3.0;3.0;3.0;2.6834170854271377;2.010050251256274;2.0;2.0;2.0100502512562883;2.6834170854271377;3.0;3.0;3.0;3.0;3.0502512562814132;3.7236180904522627;4.0;4.0;4.0;4.0;4.090452261306538;4.763819095477388;5.437185929648251;6.663316582914604;10.7035175879397;12.914572864321627;14.0;14.0;14.0;13.698492462311549;12.35175879396985;11.502512562814061;10.658291457286424;9.311557788944725;7.964824120602998;6.045226130653248;2.6783919597990007;0.924623115577873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3266331658291577;3.8442211055276587;6.417085427135696;8.35175879396985;9.75879396984925;11.748743718592976;13.572864321608051;14.979899497487438;12.919597989949743;11.60301507537688;10.89949748743718;10.195979899497488;9.492462311557787;8.366834170854261;6.256281407035161;4.763819095477388;4.0;4.0;4.0;3.567839195979893;3.1356783919598;3.8391959798995003;4.0;4.0;4.0;4.0;3.6432160804020057;3.0603015075376945;3.7638190954773876;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.4974874371859244;3.0;3.0;3.0;3.0;3.0;3.0;3.427135678391963;4.0;4.0;4.0;3.7587939698492363;3.055276381909536;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.5728643216080513;3.7236180904522627;3.0201005025125625;3.0;3.0;3.0;3.0;3.4974874371859386;3.798994974874361;3.095477386934661;3.0;3.311557788944725;4.0;4.0;4.422110552763826;5.0;5.0;5.532663316582926;6.708542713567837;8.819095477386938;11.572864321608051;13.693467336683426;14.949748743718587;14.246231155778887;13.542713567839186;13.0;13.0;11.8643216080402;10.4572864321608;9.050251256281399;7.643216080401999;5.472361809045196;2.7437185929647967;0.6331658291456961;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4271356783919487;4.045226130653262;4.733668341708544;5.844221105527637;7.1105527638190935;7.798994974874368;8.9748743718593;9.2964824120603;6.5427135678392006;4.894472361809051;4.2412060301507495;4.929648241206031;4.381909547738694;3.693467336683419;3.005025125628144;2.3165829145728623;2.3718592964824126;2.9396984924623126;2.251256281407038;2.437185929648237;2.874371859296481;2.1859296482412063;2.5025125628140685;3.0;3.0;2.4321608040201;2.256281407035175;2.9447236180904497;3.0;2.6783919597989936;2.0;2.0;2.386934673366831;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.909547738693476;2.221105527638187;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.6633165829145753;3.35175879396985;4.0;4.0;4.4170854271356745;5.0;5.0;5.482412060301499;6.170854271356788;6.859296482412063;8.095477386934675;9.0;9.0;9.613065326633162;9.698492462311563;9.010050251256288;7.643216080402027;5.8994974874371735;3.8894472361808994;2.5125628140703498;1.1356783919598001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_032_S_6804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48743718592964314;1.6834170854271235;4.4170854271356745;6.613065326633169;8.442211055276374;9.80904522613065;10.587939698492463;11.271356783919593;11.954773869346731;13.276381909547737;14.321608040201;15.005025125628137;15.688442211055275;14.884422110552762;12.83417085427137;10.783919597989957;8.733668341708544;6.894472361809051;6.211055276381913;5.527638190954775;5.0;5.0;5.0;4.793969849246231;4.110552763819101;4.0;3.743718592964825;3.0603015075376945;3.6231155778894433;4.0;4.0;4.673366834170849;5.0;4.959798994974875;4.276381909547744;4.0;4.090452261306531;4.773869346733662;4.5427135678392006;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.6582914572864382;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.4924623115577873;3.824120603015075;3.140703517587937;3.0;3.0;3.0;3.0;3.2763819095477373;3.959798994974875;4.0;4.326633165829136;5.0;5.0;5.37688442211055;6.361809045226124;10.46231155778895;12.427135678391949;13.110552763819086;13.793969849246224;13.522613065326638;12.8391959798995;12.155778894472363;12.0;11.788944723618101;11.105527638190964;8.688442211055303;6.477386934673376;5.110552763819101;1.8592964824120628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_016_S_7014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.713567839195996;8.100502512562805;10.120603015075375;11.507537688442213;12.89447236180905;13.437185929648251;10.663316582914575;9.472361809045225;8.557788944723612;7.170854271356788;5.78391959798995;4.698492462311556;4.005025125628137;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.442211055276381;3.251256281407038;3.9447236180904497;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.959798994974875;3.266331658291463;3.0;2.8793969849246253;2.185929648241199;2.5075376884422127;2.7989949748743754;2.1055276381909493;2.5879396984924625;3.0;3.0;3.0;3.3618090452261242;3.9447236180904497;3.251256281407038;5.211055276381941;8.678391959799;12.14572864321606;14.045226130653276;14.78391959798995;14.090452261306538;13.396984924623112;12.4070351758794;11.020100502512548;9.633165829145725;7.115577889447252;3.718592964824097;0.9447236180904497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_168_S_6049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3467336683416988;4.165829145728651;6.321608040201006;7.984924623115575;9.211055276381913;9.929648241206031;10.64824120603015;11.733668341708537;13.085427135678394;13.804020100502512;14.522613065326631;15.0;15.0;15.0;13.809045226130642;11.768844221105525;10.331658291457288;9.447236180904525;8.1859296482412;6.030150753768844;6.0;5.145728643216074;4.145728643216081;4.8643216080402;5.0;5.0;4.9798994974874375;4.261306532663319;4.0;4.175879396984925;4.8944723618090435;5.0;4.668341708542712;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.08040201005025;4.798994974874375;5.0;5.0;5.0;4.326633165829151;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.326633165829151;5.045226130653262;5.763819095477388;6.482412060301513;7.804020100502498;10.678391959799;11.638190954773876;12.0;12.075376884422113;12.793969849246238;12.48743718592965;11.768844221105525;11.050251256281413;9.663316582914575;8.226130653266324;6.788944723618101;5.35175879396985;2.2864321608039972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_032_S_6211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8743718592964882;2.3718592964824126;3.869346733668351;6.050251256281413;7.4321608040201;8.18090452261307;8.929648241206031;9.678391959798994;10.427135678391963;11.175879396984925;11.924623115577887;12.673366834170857;11.733668341708544;9.829145728643212;9.08040201005025;8.331658291457288;8.0;7.668341708542712;6.170854271356774;4.673366834170849;4.0;4.160804020100507;4.909547738693469;4.341708542713569;4.0;4.0;4.0;4.0;4.0;4.1507537688442255;4.899497487437188;4.35175879396985;4.0;4.145728643216081;4.894472361809051;5.0;4.608040201005025;4.140703517587937;4.889447236180899;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.37688442211055;4.0;4.0;4.0;3.3819095477386867;3.0;3.0;3.0;3.613065326633162;4.0;4.110552763819101;4.859296482412063;5.0;5.356783919597987;6.211055276381927;7.7085427135678515;11.01507537688444;13.35175879396985;14.0;14.0;14.0;14.0;14.0;14.0;12.8140703517588;11.316582914572848;9.638190954773847;6.643216080401999;2.472361809045225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
