;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
Subject_016_S_7002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5025125628140614;4.070351758793969;6.5829145728643255;8.482412060301499;9.909547738693462;11.336683417085425;12.381909547738694;12.618090452261299;9.763819095477402;9.0;8.763819095477388;8.050251256281406;7.336683417085432;5.869346733668351;4.0;4.0;3.482412060301506;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.226130653266331;3.9396984924623126;3.346733668341713;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.3618090452261242;4.0;4.0;3.4974874371859244;3.21608040201005;3.9296482412060243;4.0;4.0;4.0;4.0;3.5025125628140756;3.0;3.0;3.0;3.0;3.0653266331658244;3.778894472361813;3.5075376884422127;3.0;3.0;3.0;3.346733668341713;3.9396984924623126;3.2261306532663383;3.0;3.2010050251256246;3.914572864321599;4.0;4.0;4.110552763819101;5.537688442211049;6.482412060301499;8.175879396984925;12.457286432160771;13.0;13.0;12.899497487437202;11.472361809045225;10.522613065326638;9.618090452261299;8.19095477386935;7.381909547738701;4.6783919597989865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16080402010049966;1.4974874371859244;3.6683417085427266;6.170854271356788;7.507537688442213;8.844221105527637;10.0;10.0;10.427135678391963;11.0;11.0;11.4321608040201;12.100502512562812;12.768844221105525;13.0;13.0;13.0;11.673366834170857;9.778894472361813;8.442211055276374;7.105527638190949;5.884422110552762;5.21608040201005;5.0;5.0;5.0;5.0;5.0;5.0;5.462311557788944;5.869346733668344;5.201005025125625;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.854271356783919;4.185929648241206;4.482412060301506;5.0;5.0;4.51256281407035;4.155778894472363;4.824120603015075;5.0;5.0;5.0;5.0;5.0;5.0;4.497487437185924;4.0;4.0;4.0;4.0;4.0;4.0;3.819095477386938;3.1507537688442255;4.035175879396974;5.0;5.0;5.0;5.1909547738693504;5.859296482412063;6.527638190954775;7.1959798994974875;7.8643216080402;8.0;8.201005025125625;8.869346733668337;10.613065326633148;12.412060301507552;13.748743718592976;14.0;14.211055276381913;14.879396984924625;15.0;14.78391959798995;14.115577889447238;13.447236180904525;12.557788944723626;11.221105527638201;9.884422110552748;8.547738693467323;7.211055276381899;5.874371859296474;4.768844221105525;4.100502512562812;2.8643216080402;1.5276381909547752;0.19095477386935045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7135678391959743;2.090452261306524;3.467336683417088;4.844221105527637;6.221105527638187;7.597989949748737;8.9748743718593;10.0;10.0;10.552763819095475;10.75879396984925;10.070351758793969;7.527638190954775;5.693467336683419;5.005025125628144;4.316582914572862;4.0;4.0;4.0;3.562814070351763;3.0;3.0;3.0;3.0;3.0;2.4321608040201;2.256281407035175;2.9447236180904497;3.6331658291457245;4.0;4.0;4.0;3.613065326633169;3.0;3.0;3.0;3.140703517587937;3.829145728643212;4.0;3.7939698492462313;3.1055276381909565;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.35175879396985;3.959798994974875;3.2713567839196003;3.0;3.1055276381909493;3.793969849246224;3.517587939698501;3.170854271356788;3.859296482412063;4.547738693467338;5.472361809045225;6.8492462311557745;8.226130653266324;9.301507537688437;9.989949748743712;10.678391959798986;11.366834170854275;11.94472361809045;11.256281407035175;11.0;10.879396984924625;10.19095477386935;9.502512562814076;8.628140703517602;7.251256281407052;6.437185929648237;5.2462311557788865;3.180904522613062;1.1155778894472377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_035_S_6156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05025125628140614;3.5929648241205925;6.281407035175867;8.0;8.0;9.10552763819095;10.0;10.0;11.356783919597987;11.61306532663317;10.713567839195996;8.587939698492463;7.48743718592965;7.0;7.0;6.361809045226131;5.306532663316588;3.944723618090457;3.2361809045226124;3.472361809045225;3.819095477386938;3.1105527638191006;3.0;3.0;3.0;3.0;3.0;3.140703517587937;3.8492462311557745;3.4422110552763883;3.266331658291456;3.9748743718592934;3.3165829145728694;3.391959798994975;3.8994974874371877;3.1909547738693504;3.0;3.226130653266331;3.9346733668341685;3.3567839195979943;3.0;3.0603015075376874;3.7688442211055246;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.311557788944725;3.0;3.0;3.0;3.0;3.0;3.0;3.64824120603015;4.0;4.065326633165824;4.773869346733662;5.964824120602998;7.3819095477386725;8.798994974874375;12.040201005025125;14.316582914572862;15.0;15.0;15.0;14.849246231155789;14.140703517587951;14.0;13.447236180904525;12.03015075376885;9.919597989949764;9.0;8.778894472361827;7.361809045226153;3.834170854271349;1.0;1.0;0.34673366834171304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_168_S_6350;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9045226130653283;4.497487437185939;6.236180904522612;7.336683417085425;8.1105527638191;9.547738693467338;10.492462311557787;10.788944723618087;10.070351758793969;10.64824120603015;11.0;10.914572864321606;10.195979899497488;10.0;9.27638190954773;7.120603015075375;7.0;6.603015075376881;6.0;6.0;4.894472361809051;4.0;4.0;4.0;4.0;4.0;4.0;4.582914572864318;5.301507537688444;5.9798994974874375;5.261306532663319;4.5427135678391934;4.175879396984925;4.8944723618090435;4.386934673366831;4.0;4.0;4.0;3.5125628140703498;3.4120603015075375;4.8492462311557745;5.0;5.0;5.08040201005025;5.798994974874375;5.482412060301506;4.763819095477388;4.045226130653269;4.0;4.391959798994975;5.0;5.0;5.0;4.733668341708537;4.015075376884425;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.5477386934673376;3.170854271356788;3.8894472361808994;4.0;4.326633165829151;5.0;5.0;5.482412060301513;6.201005025125625;6.91959798994975;7.638190954773876;8.356783919597987;9.226130653266338;11.381909547738715;13.0251256281407;13.768844221105525;13.050251256281413;13.0;12.613065326633162;12.0;12.0;10.914572864321599;9.477386934673376;8.040201005025125;3.809045226130621;1.165829145728651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_016_S_6949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0703517587939828;3.0301507537688437;4.989949748743726;6.633165829145739;7.939698492462313;8.0;8.276381909547744;8.929648241206031;9.0;9.23618090452262;9.889447236180906;9.4572864321608;8.608040201005025;7.301507537688437;6.497487437185924;5.532663316582912;3.57286432160803;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.648241206030157;4.0;4.0;4.0;4.0;4.0;4.0;3.778894472361806;3.125628140703512;3.527638190954775;3.819095477386931;3.1658291457286367;3.0;3.0;3.0;3.4472361809045253;4.0;4.0;3.5929648241205996;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.552763819095489;3.793969849246224;3.140703517587937;3.0;3.165829145728651;3.819095477386938;4.472361809045239;4.874371859296474;4.221105527638187;4.4321608040201;5.170854271356802;6.477386934673376;8.175879396984925;10.045226130653276;10.698492462311563;11.0;11.0;11.0;10.37688442211055;9.070351758793947;8.381909547738687;7.4572864321607994;6.150753768844197;4.844221105527623;3.0753768844220986;0.4623115577888939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_003_S_6432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.562814070351763;2.688442211055296;7.437185929648251;10.989949748743719;13.0;13.0;12.366834170854268;12.0;12.0;14.673366834170878;15.306532663316574;13.92462311557788;11.8894472361809;9.472361809045225;6.879396984924611;5.522613065326624;4.582914572864318;4.0;4.0;4.0;4.0;4.0;4.0;3.834170854271356;3.1557788944723555;3.522613065326638;3.7989949748743683;3.1206030150753747;3.557788944723619;4.0;4.0;4.0;4.0;4.0;4.6281407035175945;4.693467336683412;4.015075376884418;4.0;4.0;4.0;4.0;4.376884422110557;4.94472361809045;4.266331658291456;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.447236180904511;3.0;3.0;3.5879396984924625;4.0;4.0;3.3768844221105496;3.0;3.0;3.6582914572864382;4.673366834170878;6.015075376884425;6.693467336683426;6.628140703517587;6.050251256281413;6.728643216080414;7.4070351758794;8.341708542713604;11.05527638190955;12.442211055276388;13.0;13.0;12.522613065326624;11.844221105527637;11.165829145728637;10.487437185929636;9.618090452261299;8.261306532663298;6.904522613065325;5.321608040200985;3.286432160803983;1.834170854271349;0.7386934673366738;0.06030150753768737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3115577889447323;3.743718592964825;6.738693467336702;8.366834170854275;9.8643216080402;11.18090452261307;11.929648241206031;12.678391959798994;13.854271356783926;15.175879396984925;15.924623115577887;16.0;14.733668341708544;12.487437185929636;10.24120603015075;7.994974874371863;7.0;7.0;7.0;6.336683417085425;5.175879396984925;4.0;4.0;3.341708542713569;3.4070351758794004;4.0;4.0;4.653266331658294;4.597989949748744;4.1507537688442255;4.899497487437188;4.35175879396985;4.396984924623119;4.854271356783919;4.105527638190949;4.643216080402013;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.62311557788945;4.125628140703526;4.874371859296488;4.37688442211055;4.0;4.0;4.0;3.3819095477386867;3.3668341708542755;4.0;4.0;4.0;4.361809045226138;5.0;5.0;5.0;5.356783919597987;6.0;6.0;6.603015075376888;7.35175879396985;8.603015075376874;13.095477386934647;14.0;14.0;13.904522613065325;13.155778894472363;12.4070351758794;11.658291457286424;10.819095477386924;9.321608040201;7.824120603015075;6.326633165829151;4.829145728643198;3.3316582914572734;2.4170854271356745;1.3366834170854247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_094_S_6736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4673366834170878;2.2663316582914774;6.7286432160803855;7.698492462311556;8.442211055276381;9.557788944723619;11.788944723618094;12.0;12.417085427135682;12.678391959799;11.19095477386935;9.7035175879397;8.21608040201005;6.7286432160804;5.2412060301507495;4.37688442211055;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.291457286432163;4.964824120603012;4.221105527638194;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.8341708542713633;3.090452261306538;3.0;3.396984924623112;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.4472361809045253;3.2964824120603;4.040201005025125;4.78391959798995;4.472361809045225;4.0;4.015075376884425;4.7587939698492505;5.0;5.246231155778901;5.989949748743712;9.668341708542684;11.477386934673362;12.0;12.0;11.291457286432163;10.547738693467338;10.0;10.0;8.633165829145725;6.718592964824111;4.658291457286424;3.170854271356774;1.0251256281406853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_7088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.080402010050257;4.3266331658291435;6.381909547738701;7.879396984924625;9.37688442211055;10.874371859296488;12.0;12.0;12.0;12.4321608040201;13.0;13.0;11.643216080402013;10.145728643216074;9.175879396984925;9.924623115577887;8.653266331658287;7.577889447236181;6.658291457286424;5.1608040201005;3.6633165829145753;3.4170854271356816;4.165829145728644;4.914572864321613;4.336683417085425;3.5879396984924625;3.1608040201005068;3.909547738693469;4.0;4.0;4.0;4.0;4.653266331658294;5.0;5.0;5.0;4.35175879396985;4.396984924623119;5.0;5.0;4.356783919597987;4.0;4.140703517587937;4.889447236180899;4.361809045226124;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.6281407035175874;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.1105527638191006;3.859296482412063;4.0;3.643216080402013;3.0;3.0;3.603015075376888;4.35175879396985;4.899497487437188;4.1507537688442255;4.597989949748751;6.040201005025139;8.381909547738701;11.37688442211055;12.5929648241206;13.0;13.0;13.0;13.0;12.663316582914575;11.829145728643198;10.331658291457273;9.417085427135675;7.010050251256274;2.7587939698492505;0.5125628140703213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_037_S_4028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5778894472361884;3.819095477386938;6.236180904522612;8.060301507537687;8.708542713567837;9.356783919597994;10.005025125628144;10.653266331658294;11.0;11.0;11.0;11.0;11.0;12.085427135678401;12.618090452261299;11.321608040201;10.0251256281407;8.8643216080402;8.21608040201005;8.0;7.91959798994975;7.271356783919593;6.2462311557788865;5.025125628140707;5.6733668341708565;5.356783919597987;4.060301507537687;4.618090452261306;5.0;5.0;5.0;5.0;5.0;4.492462311557787;4.155778894472363;4.8040201005025125;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.4170854271356745;4.0;4.0;4.527638190954775;5.0;5.0;4.527638190954775;4.120603015075375;4.768844221105525;5.0;5.0;5.0;5.361809045226138;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.547738693467338;7.0;7.0;7.492462311557787;8.281407035175874;9.577889447236203;11.311557788944754;13.085427135678401;13.733668341708551;14.763819095477402;15.96984924623115;15.321608040201;15.0;15.0;13.7537688442211;12.7286432160804;12.08040201005025;10.8643216080402;9.5678391959799;8.2713567839196;3.899497487437202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_033_S_10793;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7939698492462384;2.35175879396985;3.909547738693476;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.185929648241206;4.964824120603019;4.256281407035175;4.522613065326638;4.698492462311556;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.090452261306538;4.869346733668344;4.35175879396985;4.0;4.0;4.0;3.2361809045226124;3.0;3.3216080402010135;4.0;4.0;4.0;4.437185929648251;5.0;5.0;5.0;4.447236180904525;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.5427135678391863;3.2361809045226124;4.0;4.0;4.0;4.0;4.0;4.0;4.688442211055275;5.0;5.0;5.025125628140714;5.8040201005025125;11.24623115577893;15.723618090452277;16.85929648241205;16.08040201005025;16.0;14.567839195979872;12.743718592964825;11.894472361809036;9.557788944723598;7.814070351758772;5.884422110552762;3.396984924623098;0.281407035175846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Subject_168_S_6321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3266331658291364;3.688442211055275;6.361809045226124;7.879396984924625;9.396984924623112;10.914572864321599;12.4321608040201;13.949748743718587;13.266331658291463;11.522613065326638;9.497487437185939;8.010050251256281;8.768844221105525;8.472361809045232;8.0;7.864321608040214;5.5879396984924625;3.874371859296488;3.0;3.08040201005025;3.8391959798994932;4.0;4.0;4.0;4.0;4.0;3.608040201005025;3.1507537688442184;3.909547738693462;4.668341708542712;5.0;5.0;5.0;5.0;4.537688442211056;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.532663316582912;5.0;5.0;5.0;4.4321608040201;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.603015075376888;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.261306532663312;4.0;4.0;4.0;4.2964824120603;5.0;5.0;5.0;5.0;5.0;5.0;8.040201005025125;12.567839195979829;16.874371859296488;16.115577889447238;15.356783919598001;14.195979899497502;12.8391959798995;12.080402010050264;10.643216080402027;7.814070351758815;4.608040201005025;3.0904522613065524;2.2864321608040257;1.5276381909547752;0.7688442211055388;0.010050251256288334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
