total_streamlines,mean_length_vox,std_length_vox,mean_fa,W1_count,W1_mean_fa,W2_count,W2_mean_fa,W3_count,W3_mean_fa,W4_count,W4_mean_fa,W5_count,W5_mean_fa
326,35.88,8.845,0.4053,223,0.4221,33,0.3472,7,0.3837,0,,63,0.379
