total_streamlines,mean_length_vox,std_length_vox,mean_fa,W1_count,W1_mean_fa,W2_count,W2_mean_fa,W3_count,W3_mean_fa,W4_count,W4_mean_fa,W5_count,W5_mean_fa
311,38.484,10.471,0.4199,167,0.4214,26,0.4158,25,0.4212,42,0.42,51,0.4161
