total_streamlines,mean_length_vox,std_length_vox,mean_fa,W1_count,W1_mean_fa,W2_count,W2_mean_fa,W3_count,W3_mean_fa,W4_count,W4_mean_fa,W5_count,W5_mean_fa
601,39.715,11.815,0.4319,293,0.4342,72,0.4468,29,0.4375,175,0.4233,32,0.4192
